Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento
United Kingdom,06 Apr 2025,"Gustavo Cilleruelo – Riptide, Lurker of the Deep – Battle Hardened Dublin 2025 – Classic Constructed",Battle Hardened: Dublin,Classic Constructed,"Riptide, Lurker of the Deep",5th,https://fabtcg.com/decklists/gustavo-cilleruelo-riptide-lurker-of-the-deep-battle-hardened-dublin-2025-classic-constructed/,battle hardened
Slovenia,06 Apr 2025,"Jean Luka Zorko – Aurora, Shooting Star – Battle Hardened Dublin 2025 – Classic Constructed",Battle Hardened: Dublin,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/jean-luka-zorko-aurora-shooting-star-battle-hardened-dublin-2025-classic-constructed/,battle hardened
Canada,06 Apr 2025,"Jimmy Niro Demers – Enigma, Ledger of Ancestry – Battle Hardened Dublin 2025 – Classic Constructed",Battle Hardened: Dublin,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/jimmy-niro-demers-enigma-ledger-of-ancestry-battle-hardened-dublin-2025-classic-constructed/,battle hardened
Indonesia,06 Apr 2025,"Hans Kristian – Prism, Awakener of Sol – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Prism, Awakener of Sol",1st,https://fabtcg.com/decklists/hans-kristian-prism-awakener-of-sol-battle-hardened-jakarta/,battle hardened
Indonesia,06 Apr 2025,"Ezequiel Emeraldo – Enigma, Ledger of Ancestry – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/ezequiel-emeraldo-enigma-ledger-of-ancestry-battle-hardened-jakarta/,battle hardened
Singapore,06 Apr 2025,"Alfian Poon – Azalea, Ace in the Hole – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Azalea, Ace in the Hole",3rd,https://fabtcg.com/decklists/alfian-poon-azalea-ace-in-the-hole-battle-hardened-jakarta/,battle hardened
Singapore,06 Apr 2025,"Malcolm Song – Aurora, Shooting Star – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/malcolm-song-aurora-shooting-star-battle-hardened-jakarta/,battle hardened
Indonesia,06 Apr 2025,"Aziz Riphat – Katsu, the Wanderer – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Katsu, the Wanderer",5th,https://fabtcg.com/decklists/aziz-riphat-katsu-the-wanderer-battle-hardened-jakarta/,battle hardened
Indonesia,06 Apr 2025,"Natanael Avellino – Aurora, Shooting Star – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/natanael-avellino-aurora-shooting-star-battle-hardened-jakarta/,battle hardened
Indonesia,06 Apr 2025,"Muhamad Agus Suriyanto – Verdance, Thorn of the Rose – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/muhamad-agus-suriyanto-verdance-thorn-of-the-rose-battle-hardened-jakarta/,battle hardened
Indonesia,06 Apr 2025,"Dyatmika Paramaanindya – Aurora, Shooting Star – BATTLE HARDENED – World Tour Jakarta 2025 – Classic Constructed",Battle Hardened: Jakarta,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/dyatmika-paramaanindya-aurora-shooting-star-battle-hardened-jakarta/,battle hardened
United States of America,30 Mar 2025,"Jonathan Fouk – Verdance, Thorn of the Rose – Battle Hardened: Milwaukee – Team Cuddly Koalas",Battle Hardened: Milwaukee,Classic Constructed,"Verdance, Thorn of the Rose",1st,https://fabtcg.com/decklists/jonathan-fouk-verdance-thorn-of-the-rose-battle-hardened-milwaukee-team-cuddly-koalas/,battle hardened
United States of America,30 Mar 2025,"Shane Martin – Aurora, Shooting Star – Battle Hardened: Milwaukee – Team Cuddly Koalas",Battle Hardened: Milwaukee,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/shane-martin-aurora-shooting-star-battle-hardened-milwaukee-team-cuddly-koalas/,battle hardened
United States of America,30 Mar 2025,"Naib Mobassir – Zen, Tamer of Purpose – Battle Hardened: Milwaukee – Team Cuddly Koalas",Battle Hardened: Milwaukee,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/naib-mobassir-zen-tamer-of-purpose-battle-hardened-milwaukee-team-cuddly-koalas/,battle hardened
United States of America,30 Mar 2025,"Raven Williams – Zen, Tamer of Purpose – Battle Hardened: Milwaukee – Team Johnson",Battle Hardened: Milwaukee,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/raven-williams-zen-tamer-of-purpose-battle-hardened-milwaukee-team-fruits-of-the-forest/,battle hardened
United States of America,30 Mar 2025,"Jacob Johnson – Aurora, Shooting Star – Battle Hardened: Milwaukee – Team Johnson",Battle Hardened: Milwaukee,Classic Constructed,"Aurora, Shooting Star",2nd,https://fabtcg.com/decklists/jacob-johnson-aurora-shooting-star-battle-hardened-milwaukee-team-fruits-of-the-forest/,battle hardened
United States of America,30 Mar 2025,"Bea Budnik – Verdance, Thorn of the Rose – Battle Hardened: Milwaukee – Team Johnson",Battle Hardened: Milwaukee,Classic Constructed,"Verdance, Thorn of the Rose",2nd,https://fabtcg.com/decklists/bea-budnik-verdance-thorn-of-the-rose-battle-hardened-milwaukee-team-fruits-of-the-forest/,battle hardened
United States of America,30 Mar 2025,"Nathaniel Snyder – Kano, Dracai of Aether – Battle Hardened: Milwaukee – Team Derouchie",Battle Hardened: Milwaukee,Classic Constructed,"Kano, Dracai of Aether",3rd,https://fabtcg.com/decklists/nathaniel-snyder-kano-dracai-of-aether-battle-hardened-milwaukee-team-fab-squad/,battle hardened
United States of America,30 Mar 2025,"Abigail Welday – Aurora, Shooting Star – Battle Hardened: Milwaukee – Team DeRouchie",Battle Hardened: Milwaukee,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/abigail-welday-aurora-shooting-star-battle-hardened-milwaukee-team-fab-squad/,battle hardened
United States of America,30 Mar 2025,"Cedric DeRouchie – Enigma, Ledger of Ancestry – Battle Hardened: Milwaukee – Team DeRouchie",Battle Hardened: Milwaukee,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/cedric-derouchie-enigma-ledger-of-ancestry-battle-hardened-milwaukee-team-fab-squad/,battle hardened
United States of America,30 Mar 2025,"Riley Lont – Arakni, 5L!p3d 7hRu 73h cR4X – Battle Hardened: Milwaukee – Team Tyler",Battle Hardened: Milwaukee,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",3rd,https://fabtcg.com/decklists/riley-lont-arakni-5lp3d-7hru-73h-cr4x-battle-hardened-milwaukee-team-birthday-boys/,battle hardened
United States of America,30 Mar 2025,"Alex Tyler – Fang, Dracai of Blades – Battle Hardened: Milwaukee – Team Birthday Boys",Battle Hardened: Milwaukee,Classic Constructed,"Fang, Dracai of Blades",3rd,https://fabtcg.com/decklists/alex-tyler-fang-dracai-of-blades-battle-hardened-milwaukee-team-birthday-boys/,battle hardened
United States of America,30 Mar 2025,"Ronan Sovitzky – Kano, Dracai of Aether – Battle Hardened: Milwaukee – Team Tyler",Battle Hardened: Milwaukee,Classic Constructed,"Kano, Dracai of Aether",3rd,https://fabtcg.com/decklists/ronan-sovitzky-kano-dracai-of-aether-battle-hardened-milwaukee-team-birthday-boys/,battle hardened
Belgium,30 Mar 2025,Sammy Weckx – Oscilio – Skirmish Season 11 – TCG Store Belgium,Skirmish Season 11,Blitz,Oscilio,1st,https://fabtcg.com/decklists/sammy-weckx-oscilio-skirmish-season-11-tcg-store-belgium/,skirmish
Japan,30 Mar 2025,Yuuki Futatsuishi – Verdance – Skirmish Season 11 – カードショップアニマル蒲田梅屋敷,Skirmish Season 11,Blitz,Verdance,1st,https://fabtcg.com/decklists/yuuki-futatsuishi-verdance-skirmish-season-11/,skirmish
Germany,23 Mar 2025,"Christian Weißling – Fang, Dracai of Blades – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Fang, Dracai of Blades",1st,https://fabtcg.com/decklists/christian-weissling-fang-dracai-of-blades-battle-hardened-eindhoven/,battle hardened
Netherlands,23 Mar 2025,"Donovan van Beek – Florian, Rotwood Harbinger – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/donovan-van-beek-florian-rotwood-harbinger-battle-hardened-eindhoven/,battle hardened
Netherlands,23 Mar 2025,"Michiel Hasperhoven – Victor Goldmane, High and Mighty – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Victor Goldmane, High and Mighty",3rd,https://fabtcg.com/decklists/michiel-hasperhoven-victor-goldmane-high-and-mighty-battle-hardened-eindhoven/,battle hardened
Netherlands,23 Mar 2025,"Mark Henderson – Enigma, Ledger of Ancestry – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/mark-henderson-enigma-ledger-of-ancestry-battle-hardened-eindhoven/,battle hardened
Netherlands,23 Mar 2025,"Marcel Andrzejczak – Enigma, Ledger of Ancestry – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/marcel-andrzejczak-enigma-ledger-of-ancestry-battle-hardened-eindhoven/,battle hardened
Denmark,23 Mar 2025,"Simon Nielsen – Zen, Tamer of Purpose – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/simon-nielsen-zen-tamer-of-purpose-battle-hardened-eindhoven/,battle hardened
Belgium,23 Mar 2025,"Ruben Van Dessel – Dash, Inventor Extraordinaire – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Dash, Inventor Extraordinaire",5th,https://fabtcg.com/decklists/ruben-van-dessel-dash-inventor-extraordinaire-battle-hardened-eindhoven/,battle hardened
Belgium,23 Mar 2025,"Niels Debosschere – Levia, Shadowborn Abomination – Battle Hardened: Eindhoven",Battle Hardened: Eindhoven,Classic Constructed,"Levia, Shadowborn Abomination",5th,https://fabtcg.com/decklists/niels-debosschere-levia-shadowborn-abomination-battle-hardened-eindhoven/,battle hardened
Brazil,23 Mar 2025,João Foltran – Jarl Vetreiði – Battle Hardened: São Paulo,Battle Hardened: São Paulo,Classic Constructed,Jarl Vetreiði,1st,https://fabtcg.com/decklists/joao-foltran-jarl-vetreidi-battle-hardened-sao-paulo/,battle hardened
Brazil,23 Mar 2025,"João Zeni – Aurora, Shooting Star – Battle Hardened: São Paulo",Battle Hardened: São Paulo,Classic Constructed,"Aurora, Shooting Star",2nd,https://fabtcg.com/decklists/joao-zeni-aurora-shooting-star-battle-hardened-sao-paulo/,battle hardened
Brazil,23 Mar 2025,"Gabriel Singh Bruno – Enigma, Ledger of Ancestry – Battle Hardened: São Paulo",Battle Hardened: São Paulo,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/gabriel-singh-bruno-enigma-ledger-of-ancestry-battle-hardened-sao-paulo/,battle hardened
Brazil,23 Mar 2025,Lucas Bortolucci – Dorinthea Ironsong – Battle Hardened: São Paulo,Battle Hardened: São Paulo,Classic Constructed,Dorinthea Ironsong,3rd,https://fabtcg.com/decklists/lucas-bortolucci-dorinthea-ironsong-battle-hardened-sao-paulo/,battle hardened
Brazil,23 Mar 2025,"Victor Giovannini – Aurora, Shooting Star – Battle Hardened: São Paulo",Battle Hardened: São Paulo,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/victor-giovannini-aurora-shooting-star-battle-hardened-sao-paulo/,battle hardened
United States of America,23 Mar 2025,"Peter Buddensiek – Vynnset, Iron Maiden – Battle Hardened: São Paulo",Battle Hardened: São Paulo,Classic Constructed,"Vynnset, Iron Maiden",5th,https://fabtcg.com/decklists/peter-buddensiek-vynnset-iron-maiden-battle-hardened-sao-paulo/,battle hardened
Brazil,23 Mar 2025,Lucas Aquino – Dash I/O – Battle Hardened: São Paulo,Battle Hardened: São Paulo,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/lucas-aquino-dash-io-battle-hardened-sao-paulo/,battle hardened
United Kingdom,23 Mar 2025,"Jacob Clements – Nuu, Alluring Desire – Battle Hardened: São Paulo",Battle Hardened: São Paulo,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/jacob-clements-nuu-alluring-desire-battle-hardened-sao-paulo/,battle hardened
United States of America,23 Mar 2025,"Rachel Stoddard – Dorinthea, Quicksilver Prodigy – Skirmish Season 11 – Amazing Fantasy",Skirmish Season 11,Blitz,"Dorinthea, Quicksilver Prodigy",1st,https://fabtcg.com/decklists/rachel-stoddard-dorinthea-quicksilver-prodigy-skirmish-season-11-amazing-fantasy/,skirmish
New Zealand,23 Mar 2025,"Kieran Carnegie – Chane, Bound by Shadow – Skirmish Season 11 – TCG Culture",Skirmish Season 11,Living Legend,"Chane, Bound by Shadow",1st,https://fabtcg.com/decklists/kieran-carnegie-chane-bound-by-shadow-skirmish-season-11-tcg-culture/,skirmish
Brazil,22 Mar 2025,"Carlos Eduardo Amaral da Silva – Aurora, Shooting Star – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/carlos-eduardo-amaral-da-silva-aurora-shooting-star-calling-sao-paulo/,calling
Austria,22 Mar 2025,"Florin-Cristian Loghin – Enigma, Ledger of Ancestry – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/florin-cristian-loghin-enigma-ledger-of-ancestry-calling-sao-paulo/,calling
United Kingdom,22 Mar 2025,"Alex Chițu – Aurora, Shooting Star – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/alex-chitu-aurora-shooting-star-calling-sao-paulo/,calling
Brazil,22 Mar 2025,"Tsutomu Matsumoto – Florian, Rotwood Harbinger – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/tsutomu-matsumoto-florian-rotwood-harbinger-calling-sao-paulo/,calling
Brazil,22 Mar 2025,Laerte Cursino – Dorinthea Ironsong – Calling: São Paulo,Calling: São Paulo,Classic Constructed,Dorinthea Ironsong,5th,https://fabtcg.com/decklists/laerte-cursino-dorinthea-ironsong-calling-sao-paulo/,calling
Brazil,22 Mar 2025,"Lucas Feliz – Enigma, Ledger of Ancestry – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/lucas-feliz-enigma-ledger-of-ancestry-calling-sao-paulo/,calling
Brazil,22 Mar 2025,"Eduardo Melo – Aurora, Shooting Star – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/eduardo-melo-aurora-shooting-star-calling-sao-paulo/,calling
United States of America,22 Mar 2025,"Michael Hamilton – Nuu, Alluring Desire – Calling: São Paulo",Calling: São Paulo,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/michael-hamilton-nuu-alluring-desire-calling-sao-paulo/,calling
Brazil,22 Mar 2025,Matheus Siqueira Fernandes – Dash – Commoner Gold Foil,Commoner Gold Foil,Commoner,Dash,1st,https://fabtcg.com/decklists/matheus-siqueira-fernandes-dash-commoner-gold-foil/,commoner
Japan,16 Mar 2025,"Yutaro Yamada – Aurora, Shooting Star – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/yutaro-yamada-aurora-shooting-star-battle-hardened-kobe/,battle hardened
Japan,16 Mar 2025,"Shuta Kurihara – Zen, Tamer of Purpose – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/shuta-kurihara-zen-tamer-of-purpose-battle-hardened-kobe/,battle hardened
Japan,16 Mar 2025,"Henry Leasure – Zen, Tamer of Purpose – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/henry-leasure-zen-tamer-of-purpose-battle-hardened-kobe/,battle hardened
Japan,16 Mar 2025,"Tatsuaki Tsuchida – Vynnset, Iron Maiden – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Vynnset, Iron Maiden",3rd,https://fabtcg.com/decklists/tatsuaki-tsuchida-vynnset-iron-maiden-battle-hardened-kobe/,battle hardened
South Korea,16 Mar 2025,"Chang-Geon Kwak – Enigma, Ledger of Ancestry – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/chang-geon-kwak-enigma-ledger-of-ancestry-battle-hardened-kobe/,battle hardened
Hong Kong,16 Mar 2025,"Bun Ar – Aurora, Shooting Star – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/bun-ar-aurora-shooting-star-battle-hardened-kobe/,battle hardened
Japan,16 Mar 2025,"Kazuki Itabashi – Aurora, Shooting Star – Battle Hardened: Kobe",Battle Hardened: Kobe,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/kazuki-itabashi-aurora-shooting-star-battle-hardened-kobe/,battle hardened
